EmpID,Age,Gender,Unit,Role,CertificationLevel,YearsExperience,ShiftPattern,WeeklyPatientLoad,OvertimeHoursPerWeek,AnnualSalary,HasDependents,CommuteMinutes,ManagerSupportScore,PeerSupportScore,BurnoutIndex
525,56,Non-Binary,Emergency,ER Physician,Advanced,7,Day,39,20,120295,No,43,5,4,6.5
526,27,Male,ICU,ICU Nurse,Entry,0,Day,20,15,137168,No,42,4,1,6.2
527,28,Male,Surgery,Surgical Technician,Advanced,1,Day,13,20,67041,No,14,1,1,8.0
528,57,Non-Binary,General Ward,Nurse Practitioner,Advanced,30,Day,30,5,120241,Yes,55,5,3,5.0
529,33,Male,Lab & Diagnostics,Phlebotomist,Advanced,4,Night,75,10,47428,Yes,53,1,3,8.3
530,32,Female,Administration,Billing Specialist,Entry,3,Day,0,0,35419,No,26,1,5,5.6
531,65,Male,General Ward,Ward Clerk,Entry,35,Night,12,10,107884,Yes,70,4,4,6.5
532,52,Non-Binary,Pharmacy,Pharmacist,Intermediate,24,Day,63,10,69789,No,74,5,3,5.5
533,58,Male,Pharmacy,Clinical Pharmacist,Advanced,1,Night,29,0,113128,No,24,5,2,5.0
534,59,Male,Emergency,Paramedic,Intermediate,31,Day,13,15,100416,Yes,30,4,1,6.0
535,28,Female,Outpatient,Nurse Practitioner,Entry,1,Night,38,20,116743,No,5,5,2,8.5
536,57,Non-Binary,Outpatient,Scheduler,Specialist,3,Night,18,5,139329,No,30,1,1,6.6
537,48,Female,General Ward,CNA,Entry,25,Rotating 12h,32,5,93411,Yes,34,2,3,8.5
538,68,Male,Emergency,ER Nurse,Intermediate,0,Swing,13,5,125470,Yes,42,5,1,5.4
539,38,Non-Binary,Emergency,ER Technician,Entry,4,Swing,34,20,135497,Yes,22,4,5,6.6
540,45,Male,Outpatient,Scheduler,Advanced,11,Day,80,5,167633,Yes,32,3,3,5.5
541,60,Non-Binary,Facilities,Safety Officer,Entry,32,Night,0,30,55372,No,69,1,2,9.0
542,61,Non-Binary,Emergency,Triage Nurse,Entry,36,Swing,13,0,142026,No,43,2,1,6.2
543,28,Female,ICU,ICU Technician,Specialist,6,Night,43,15,124872,Yes,41,5,1,9.2
544,53,Male,Lab & Diagnostics,Phlebotomist,Advanced,16,Night,30,5,78237,Yes,63,1,5,7.0
545,32,Male,Emergency,Triage Nurse,Entry,5,Swing,38,15,158113,Yes,65,4,5,6.5
546,27,Male,Surgery,Surgical Nurse,Entry,5,Rotating 12h,27,5,135054,No,11,4,1,6.5
547,37,Non-Binary,General Ward,Nurse Practitioner,Entry,15,Night,28,15,38452,Yes,30,2,1,8.0
548,26,Female,Administration,HR Coordinator,Intermediate,2,Rotating 12h,0,30,59664,No,34,5,1,7.5
549,28,Female,Surgery,Surgical Nurse,Advanced,4,Swing,15,10,48786,Yes,40,5,4,4.9
550,23,Non-Binary,ICU,Respiratory Therapist,Specialist,1,Swing,33,0,175817,No,68,5,1,6.9
551,45,Female,Lab & Diagnostics,MRI Technician,Entry,18,Rotating 12h,73,5,55703,Yes,13,1,4,6.8
552,59,Male,Facilities,Facilities Manager,Intermediate,29,Night,0,5,49527,Yes,33,2,3,6.3
553,44,Male,Outpatient,Physician,Entry,9,Swing,44,0,113049,Yes,41,2,1,6.8
554,23,Male,Outpatient,Scheduler,Entry,0,Rotating 12h,48,10,68560,Yes,60,5,4,7.1
555,43,Male,Surgery,OR Coordinator,Intermediate,16,Swing,38,20,63417,No,17,3,2,7.8
556,56,Non-Binary,Facilities,Maintenance Technician,Intermediate,5,Rotating 12h,0,30,30572,No,60,1,2,7.8
557,52,Non-Binary,Emergency,ER Physician,Advanced,4,Rotating 12h,44,20,104909,Yes,20,5,5,9.3
558,50,Female,Surgery,Surgical Technician,Specialist,8,Day,40,5,128408,Yes,8,2,2,7.6
559,59,Female,Emergency,Paramedic,Intermediate,12,Swing,31,0,102790,No,12,4,5,5.7
560,29,Male,Administration,HR Coordinator,Entry,5,Night,0,5,55199,Yes,41,4,4,4.2
561,41,Male,Outpatient,Medical Assistant,Entry,9,Day,19,10,78387,Yes,13,3,2,5.5
562,38,Non-Binary,Administration,Billing Specialist,Entry,16,Day,0,10,58573,Yes,12,3,4,5.4
563,45,Female,General Ward,Charge Nurse,Specialist,1,Day,44,0,151910,Yes,31,5,5,5.6
564,55,Male,Facilities,Environmental Services,Entry,8,Rotating 12h,0,0,34944,No,28,5,5,4.4
565,67,Female,General Ward,Registered Nurse,Intermediate,1,Day,19,20,155510,Yes,39,2,1,7.4
566,55,Male,Emergency,ER Nurse,Specialist,32,Night,19,0,62112,No,46,3,5,6.8
567,68,Male,General Ward,Registered Nurse,Intermediate,34,Day,15,0,165308,No,17,3,2,5.1
568,43,Male,Emergency,ER Physician,Intermediate,20,Swing,9,30,83604,No,12,1,4,7.2
569,56,Non-Binary,Outpatient,Nurse Practitioner,Specialist,12,Day,29,5,161628,No,11,5,3,3.8
570,45,Non-Binary,Facilities,Safety Officer,Advanced,7,Rotating 12h,0,20,50251,Yes,55,1,4,8.0
571,24,Male,General Ward,Nurse Practitioner,Entry,0,Night,29,30,39146,No,54,4,1,6.4
572,65,Male,Outpatient,Scheduler,Specialist,28,Day,15,15,167299,No,29,1,4,5.9
573,67,Female,Emergency,ER Physician,Specialist,1,Swing,30,15,125053,Yes,8,1,2,6.4
574,54,Non-Binary,Surgery,Anesthesiologist,Advanced,7,Day,9,15,185263,Yes,47,4,4,5.5
575,46,Non-Binary,Administration,Office Manager,Specialist,3,Night,0,10,57963,Yes,42,2,3,6.7
576,32,Female,ICU,ICU Technician,Intermediate,10,Night,32,10,94154,No,18,2,3,9.6
577,43,Male,Lab & Diagnostics,Radiologist,Entry,12,Rotating 12h,21,20,332452,No,66,2,5,8.2
578,56,Male,Surgery,Surgical Nurse,Specialist,11,Day,19,5,53907,No,34,1,4,5.6
579,55,Female,Emergency,Triage Nurse,Specialist,16,Day,12,20,40952,Yes,13,2,2,9.8
580,55,Non-Binary,Administration,Office Manager,Advanced,29,Swing,0,20,72416,Yes,57,5,5,4.8
581,27,Male,General Ward,Ward Clerk,Intermediate,1,Rotating 12h,25,5,59793,Yes,45,4,1,6.2
582,22,Female,Administration,Billing Specialist,Specialist,0,Night,0,0,42236,No,42,4,4,4.4
583,44,Male,Surgery,Surgeon,Specialist,1,Day,22,20,176459,No,52,4,3,6.3
584,30,Non-Binary,ICU,ICU Technician,Advanced,5,Swing,8,30,127620,No,13,1,1,7.6
585,61,Female,Outpatient,Medical Assistant,Specialist,12,Swing,67,10,76015,Yes,51,3,5,6.1
586,35,Male,General Ward,Charge Nurse,Entry,4,Swing,29,0,44579,Yes,64,2,5,6.0
587,27,Male,General Ward,Charge Nurse,Advanced,4,Night,40,5,38492,No,21,1,5,7.2
588,28,Female,Lab & Diagnostics,Lab Technician,Entry,6,Night,21,5,50176,No,35,2,5,6.3
589,34,Non-Binary,General Ward,Charge Nurse,Intermediate,4,Day,30,0,54610,Yes,6,3,2,5.3
590,42,Male,Facilities,Maintenance Technician,Advanced,13,Day,0,15,43533,No,37,3,4,4.3
591,22,Female,Emergency,Triage Nurse,Entry,0,Swing,21,0,92113,Yes,48,1,5,6.4
592,47,Non-Binary,Facilities,Safety Officer,Intermediate,7,Night,0,0,40113,Yes,44,3,5,5.7
593,63,Male,ICU,ICU Technician,Entry,14,Swing,40,30,119122,No,19,4,2,8.3
594,64,Non-Binary,Administration,Billing Specialist,Entry,36,Night,0,10,47425,Yes,6,3,1,6.5
595,50,Female,Facilities,Maintenance Technician,Intermediate,19,Day,0,20,31069,Yes,66,3,5,5.0
596,67,Female,Emergency,ER Technician,Advanced,18,Swing,45,0,153284,Yes,31,3,1,5.8
597,35,Non-Binary,Outpatient,Scheduler,Specialist,6,Day,22,0,162899,No,53,4,1,4.9
598,52,Non-Binary,Emergency,ER Nurse,Specialist,25,Day,38,30,95607,Yes,55,5,3,9.2
599,40,Male,Emergency,ER Technician,Specialist,2,Rotating 12h,43,0,93266,No,52,2,3,8.3
600,29,Non-Binary,ICU,Respiratory Therapist,Entry,1,Rotating 12h,32,20,54654,Yes,41,1,3,9.7
601,58,Non-Binary,Facilities,Facilities Manager,Specialist,28,Rotating 12h,0,30,31666,Yes,69,1,4,7.5
602,52,Male,Emergency,ER Technician,Intermediate,1,Night,43,0,111948,Yes,13,1,1,7.5
603,54,Male,Emergency,Triage Nurse,Intermediate,19,Day,40,30,97668,No,6,5,3,9.3
604,63,Male,Surgery,Surgical Nurse,Intermediate,22,Swing,11,10,129931,Yes,30,5,3,5.8
605,60,Female,Emergency,ER Physician,Intermediate,24,Swing,38,20,128958,No,41,5,4,6.4
606,63,Female,Surgery,Surgical Technician,Advanced,35,Night,24,10,109606,No,18,3,4,7.0
607,62,Non-Binary,Outpatient,Nurse Practitioner,Specialist,15,Rotating 12h,21,30,92771,Yes,14,4,5,6.5
608,37,Female,Emergency,ER Technician,Advanced,7,Night,42,20,130393,Yes,38,3,1,8.9
609,35,Non-Binary,Emergency,ER Physician,Intermediate,8,Night,18,0,140858,Yes,53,3,5,6.4
610,43,Male,ICU,ICU Nurse,Intermediate,4,Day,27,0,115049,No,14,2,5,6.2
611,26,Non-Binary,Outpatient,Nurse Practitioner,Specialist,4,Night,25,0,171915,No,55,4,1,6.3
612,28,Male,Emergency,Triage Nurse,Entry,4,Rotating 12h,11,30,53093,No,45,1,2,8.1
613,33,Female,General Ward,Charge Nurse,Advanced,10,Swing,45,10,132113,Yes,17,2,2,7.4
614,38,Male,Lab & Diagnostics,Lab Technician,Advanced,7,Day,27,5,78835,No,34,4,2,4.0
615,24,Female,ICU,ICU Nurse,Entry,2,Swing,22,0,174122,No,33,1,1,6.4
616,66,Female,General Ward,CNA,Specialist,30,Rotating 12h,13,30,60605,No,46,1,5,9.8
617,50,Female,Lab & Diagnostics,Radiologist,Intermediate,3,Night,77,10,172525,No,73,2,2,8.1
618,37,Male,Lab & Diagnostics,Lab Technician,Intermediate,11,Swing,31,15,33192,Yes,21,4,5,5.1
619,44,Male,General Ward,Ward Clerk,Intermediate,10,Day,36,10,103004,Yes,33,1,1,7.3
620,63,Non-Binary,ICU,Respiratory Therapist,Specialist,25,Swing,9,10,38308,No,44,2,2,8.1
621,65,Female,Emergency,Triage Nurse,Entry,11,Rotating 12h,28,15,144915,No,26,2,5,7.4
622,30,Male,Pharmacy,Pharmacist,Advanced,3,Swing,49,30,72327,No,16,5,3,6.7
623,41,Non-Binary,Surgery,Surgical Nurse,Specialist,10,Rotating 12h,45,5,80950,Yes,36,5,2,5.5
624,64,Female,Administration,Office Manager,Entry,37,Night,0,5,53020,No,63,2,5,6.6
625,62,Non-Binary,Pharmacy,Pharmacy Technician,Specialist,29,Night,39,0,130543,No,22,4,4,6.3
626,37,Female,Administration,Billing Specialist,Specialist,4,Swing,0,15,59115,Yes,49,1,2,5.0
627,47,Female,General Ward,Nurse Practitioner,Entry,22,Night,29,15,152204,Yes,40,3,3,7.3
628,40,Male,General Ward,Nurse Practitioner,Intermediate,9,Night,19,10,74324,No,26,1,2,6.5
629,22,Male,ICU,Respiratory Therapist,Advanced,0,Day,25,5,88828,No,55,2,2,6.9
630,31,Female,General Ward,Charge Nurse,Intermediate,7,Night,25,5,83746,No,26,1,3,7.5
631,46,Non-Binary,Surgery,Surgical Technician,Advanced,4,Night,29,15,112566,No,25,4,3,6.0
632,38,Non-Binary,Administration,HR Coordinator,Entry,3,Night,0,20,68189,No,16,1,4,7.3
633,39,Male,Surgery,Anesthesiologist,Advanced,12,Swing,45,5,333645,No,56,4,1,5.3
634,27,Female,Surgery,Anesthesiologist,Specialist,1,Day,45,0,347486,Yes,42,5,3,6.1
635,26,Non-Binary,Facilities,Safety Officer,Advanced,4,Swing,0,5,44278,No,45,2,4,4.5
636,54,Non-Binary,Surgery,Anesthesiologist,Entry,29,Swing,25,0,324610,Yes,25,5,3,4.9
637,54,Male,Outpatient,Nurse Practitioner,Advanced,5,Day,63,0,124171,Yes,44,5,1,6.0
638,39,Non-Binary,Lab & Diagnostics,Pathologist,Advanced,17,Day,22,30,326103,Yes,72,1,2,7.2
639,37,Non-Binary,Emergency,ER Technician,Advanced,9,Night,39,30,149877,No,63,3,2,8.6
640,36,Female,Surgery,OR Coordinator,Advanced,11,Rotating 12h,16,0,67556,Yes,9,1,4,5.4
641,66,Non-Binary,ICU,ICU Technician,Advanced,11,Swing,32,20,165366,No,63,4,1,7.2
642,61,Male,General Ward,Nurse Practitioner,Entry,10,Day,42,0,98588,No,69,3,4,5.9
643,59,Male,Administration,HR Coordinator,Entry,12,Swing,0,20,70794,Yes,61,4,5,3.8
644,39,Female,Emergency,Paramedic,Specialist,4,Day,13,15,91883,No,54,2,4,7.0
645,50,Non-Binary,General Ward,Registered Nurse,Advanced,0,Day,23,15,68451,Yes,46,3,1,6.3
646,68,Non-Binary,Emergency,Triage Nurse,Intermediate,7,Day,35,10,40462,Yes,24,1,1,7.9
647,40,Female,Facilities,Maintenance Technician,Intermediate,12,Day,0,0,40266,Yes,8,1,1,4.8
648,55,Male,Emergency,ER Nurse,Intermediate,8,Rotating 12h,10,30,130765,Yes,52,5,2,7.9
649,66,Non-Binary,General Ward,Ward Clerk,Entry,13,Day,15,10,45014,No,49,2,3,5.7
650,64,Non-Binary,Surgery,Surgeon,Advanced,35,Night,25,30,250748,No,43,4,5,8.4
651,63,Female,Emergency,Triage Nurse,Specialist,5,Rotating 12h,24,5,132128,Yes,28,4,4,5.6
652,46,Non-Binary,General Ward,Charge Nurse,Advanced,17,Night,26,10,168225,No,16,4,4,6.7
653,33,Female,Administration,Medical Records Clerk,Advanced,4,Day,0,5,42367,Yes,30,1,3,5.2
654,55,Male,Emergency,ER Nurse,Specialist,2,Night,18,30,44974,No,43,3,1,7.8
655,22,Male,Surgery,Surgical Nurse,Specialist,0,Night,9,10,36013,Yes,54,4,1,5.8
656,30,Non-Binary,ICU,Respiratory Therapist,Advanced,8,Swing,17,0,166619,Yes,24,1,1,6.8
657,45,Non-Binary,Outpatient,Scheduler,Intermediate,18,Rotating 12h,56,15,52240,No,67,5,1,8.4
658,25,Female,Emergency,ER Nurse,Specialist,3,Swing,15,15,162918,Yes,26,1,3,7.4
659,39,Non-Binary,General Ward,Nurse Practitioner,Specialist,0,Day,9,15,152365,No,6,2,1,7.3
660,66,Female,Surgery,Surgical Technician,Intermediate,0,Swing,20,5,55763,Yes,39,1,1,6.5
661,33,Non-Binary,Emergency,Paramedic,Entry,9,Night,22,5,153926,Yes,29,4,2,6.4
662,41,Female,Lab & Diagnostics,Phlebotomist,Entry,19,Day,73,10,175251,No,68,4,2,5.9
663,66,Female,Surgery,Surgical Nurse,Intermediate,13,Rotating 12h,22,15,46089,No,64,3,1,7.4
664,52,Male,Emergency,ER Nurse,Advanced,15,Day,29,5,72904,Yes,15,4,1,5.4
665,64,Non-Binary,Emergency,Triage Nurse,Specialist,32,Rotating 12h,17,30,165280,No,48,1,1,9.6
666,48,Female,Facilities,Facilities Manager,Intermediate,5,Swing,0,0,46068,Yes,23,2,5,4.7
667,59,Non-Binary,Surgery,Surgical Nurse,Entry,14,Day,29,5,41196,Yes,74,3,1,5.2
668,32,Non-Binary,General Ward,Nurse Practitioner,Entry,8,Day,11,15,178276,No,6,5,5,4.4
669,28,Male,Lab & Diagnostics,MRI Technician,Entry,0,Night,31,5,92700,No,8,2,2,7.1
670,50,Male,General Ward,Registered Nurse,Intermediate,4,Day,38,20,107175,No,53,5,1,6.5
671,25,Male,General Ward,Ward Clerk,Entry,2,Swing,33,10,33423,Yes,37,5,2,5.4
672,64,Male,General Ward,Nurse Practitioner,Specialist,3,Swing,44,20,170834,No,46,1,1,7.8
673,53,Non-Binary,Outpatient,Nurse Practitioner,Intermediate,1,Swing,28,0,51263,No,36,3,2,4.8
674,37,Male,Facilities,Environmental Services,Intermediate,13,Swing,0,5,41397,No,17,2,5,4.2
675,43,Male,Surgery,OR Coordinator,Advanced,19,Rotating 12h,15,5,138245,No,37,4,2,5.7
676,29,Male,Emergency,Triage Nurse,Advanced,2,Rotating 12h,17,5,79347,Yes,13,3,1,6.6
677,29,Non-Binary,Facilities,Environmental Services,Entry,7,Day,0,30,42414,No,31,1,1,7.5
678,39,Non-Binary,Emergency,ER Physician,Specialist,7,Day,17,10,134579,Yes,70,2,3,7.6
679,38,Male,General Ward,Nurse Practitioner,Advanced,5,Day,10,0,101731,No,21,5,4,3.9
680,67,Female,General Ward,Nurse Practitioner,Intermediate,13,Day,20,5,125517,Yes,15,2,4,5.5
681,45,Non-Binary,Emergency,Paramedic,Specialist,3,Rotating 12h,16,20,154464,Yes,13,4,1,8.9
682,51,Female,Lab & Diagnostics,Lab Technician,Advanced,28,Swing,65,10,175540,Yes,12,4,5,6.3
683,39,Female,Lab & Diagnostics,Pathologist,Entry,17,Night,74,15,205109,Yes,67,4,2,8.1
684,28,Male,General Ward,Nurse Practitioner,Intermediate,6,Night,15,0,152496,No,63,2,3,6.3
685,40,Non-Binary,General Ward,Ward Clerk,Specialist,2,Rotating 12h,24,15,120718,Yes,18,3,4,6.0
686,31,Male,General Ward,CNA,Advanced,8,Night,22,15,68050,Yes,12,5,4,6.3
687,33,Female,Pharmacy,Clinical Pharmacist,Intermediate,2,Day,43,5,178036,No,68,2,2,7.0
688,67,Male,Emergency,ER Technician,Advanced,15,Swing,39,5,175335,Yes,43,3,2,6.6
689,61,Non-Binary,Outpatient,Physician,Specialist,18,Swing,24,10,150969,Yes,67,1,3,7.3
690,37,Non-Binary,ICU,Respiratory Therapist,Specialist,12,Night,23,5,35619,No,25,4,2,5.5
691,49,Female,Pharmacy,Clinical Pharmacist,Intermediate,8,Rotating 12h,61,5,49537,No,23,3,5,7.4
692,54,Non-Binary,Surgery,OR Coordinator,Specialist,30,Night,8,20,33211,No,55,4,4,6.1
693,30,Non-Binary,Facilities,Maintenance Technician,Entry,4,Rotating 12h,0,20,58834,No,25,1,4,7.1
694,22,Non-Binary,Administration,Billing Specialist,Intermediate,0,Rotating 12h,0,30,54450,Yes,7,2,1,7.5
695,34,Male,Emergency,Triage Nurse,Specialist,8,Night,22,20,32499,No,71,2,3,8.7
696,36,Female,Lab & Diagnostics,MRI Technician,Intermediate,2,Rotating 12h,58,10,115090,No,49,2,4,8.4
697,43,Non-Binary,Administration,Office Manager,Entry,9,Night,0,15,40921,Yes,58,5,3,5.4
698,66,Non-Binary,ICU,Respiratory Therapist,Entry,37,Swing,28,15,117402,No,51,3,5,7.0
699,27,Female,Surgery,Surgeon,Specialist,0,Rotating 12h,18,20,242035,No,62,1,2,9.3
700,45,Female,General Ward,Ward Clerk,Intermediate,21,Day,41,15,155809,Yes,39,4,2,6.9
701,24,Non-Binary,Outpatient,Nurse Practitioner,Advanced,1,Swing,27,5,161603,No,12,1,2,5.7
702,51,Non-Binary,Emergency,ER Physician,Advanced,7,Day,45,20,43870,No,73,5,2,8.5
703,25,Non-Binary,Facilities,Safety Officer,Intermediate,1,Rotating 12h,0,15,50926,Yes,53,3,4,6.3
704,64,Male,Emergency,Triage Nurse,Entry,1,Rotating 12h,20,10,71457,No,73,4,5,4.7
705,64,Female,Lab & Diagnostics,MRI Technician,Advanced,17,Night,64,15,144256,No,48,3,3,7.5
706,34,Male,Facilities,Safety Officer,Specialist,12,Swing,0,15,49164,Yes,25,1,3,6.2
707,62,Non-Binary,Administration,Billing Specialist,Advanced,2,Swing,0,15,83198,Yes,60,3,5,5.2
708,45,Male,Surgery,Surgical Nurse,Advanced,9,Rotating 12h,16,5,143481,Yes,30,3,3,6.4
709,34,Non-Binary,Outpatient,Scheduler,Specialist,0,Swing,46,5,139742,No,68,1,3,7.0
710,36,Female,Outpatient,Physician,Advanced,12,Day,70,15,158046,No,20,2,1,7.2
711,53,Male,General Ward,Nurse Practitioner,Entry,8,Swing,27,10,141181,Yes,52,1,4,5.7
712,29,Non-Binary,Emergency,ER Nurse,Specialist,7,Night,22,5,50420,Yes,7,1,1,8.4
713,38,Male,Outpatient,Nurse Practitioner,Intermediate,11,Day,42,5,98625,Yes,52,4,4,4.5
714,44,Non-Binary,Surgery,OR Coordinator,Advanced,13,Night,8,20,165627,No,15,5,1,6.6
715,52,Non-Binary,Administration,Office Manager,Entry,15,Night,0,5,68514,Yes,48,1,4,5.1
716,67,Male,Emergency,ER Technician,Intermediate,25,Day,43,15,46011,Yes,21,5,2,6.9
717,66,Male,Facilities,Safety Officer,Specialist,17,Swing,0,15,50999,Yes,15,3,4,6.0
718,29,Non-Binary,Lab & Diagnostics,Phlebotomist,Advanced,6,Rotating 12h,58,10,84213,Yes,73,1,1,9.2
719,56,Male,Outpatient,Nurse Practitioner,Entry,34,Day,78,10,153737,Yes,35,5,2,7.0
720,31,Male,Emergency,Paramedic,Advanced,3,Swing,41,10,64009,Yes,35,2,2,8.4
721,60,Non-Binary,ICU,ICU Nurse,Intermediate,29,Rotating 12h,22,5,38321,Yes,66,1,3,8.1
722,45,Male,Administration,Medical Records Clerk,Specialist,15,Rotating 12h,0,5,79375,No,20,2,1,6.8
723,59,Non-Binary,Emergency,ER Nurse,Entry,19,Rotating 12h,42,0,42767,Yes,59,4,1,7.1
724,24,Female,Outpatient,Physician,Advanced,2,Rotating 12h,41,15,172036,Yes,40,3,1,7.4
725,48,Female,Surgery,Anesthesiologist,Specialist,4,Swing,45,20,184002,Yes,66,1,5,8.9
726,27,Non-Binary,Facilities,Environmental Services,Entry,5,Rotating 12h,0,5,49626,Yes,18,2,2,6.3
727,54,Male,Emergency,ER Nurse,Advanced,29,Swing,11,5,125842,Yes,72,2,3,7.0
728,51,Female,Emergency,Paramedic,Intermediate,12,Swing,40,0,156942,Yes,8,5,5,6.5
729,56,Non-Binary,Administration,Admin Assistant,Intermediate,23,Swing,0,5,57699,No,26,2,5,4.3
730,44,Non-Binary,Emergency,Paramedic,Advanced,19,Rotating 12h,44,0,80431,Yes,40,1,2,8.1
731,29,Female,Surgery,Anesthesiologist,Advanced,5,Rotating 12h,28,15,331303,Yes,33,3,4,6.8
732,26,Female,Lab & Diagnostics,Phlebotomist,Specialist,3,Rotating 12h,58,10,33032,No,17,2,1,8.0
733,48,Male,Emergency,ER Physician,Entry,24,Rotating 12h,9,30,71469,No,58,4,1,8.6
734,32,Female,Pharmacy,Pharmacist,Advanced,10,Rotating 12h,24,5,55141,Yes,23,4,5,4.0
735,33,Male,Surgery,Surgical Technician,Entry,7,Swing,18,15,173490,Yes,9,2,1,7.0
736,39,Female,General Ward,CNA,Intermediate,14,Rotating 12h,41,10,99092,Yes,21,2,1,9.2
737,45,Female,Administration,Admin Assistant,Intermediate,4,Day,0,10,54598,No,71,5,1,4.5
738,47,Male,Surgery,Surgical Nurse,Specialist,25,Rotating 12h,26,10,61559,Yes,41,3,5,6.3
739,42,Non-Binary,Facilities,Facilities Manager,Specialist,11,Swing,0,5,57825,Yes,29,2,5,4.8
740,67,Male,Emergency,ER Nurse,Intermediate,40,Day,34,15,58956,Yes,22,5,3,6.9
741,27,Male,Pharmacy,Pharmacy Technician,Intermediate,2,Day,55,15,127736,No,28,1,4,8.0
742,61,Female,Surgery,Surgical Nurse,Entry,37,Day,14,15,61598,Yes,63,5,5,5.5
743,61,Male,Administration,HR Coordinator,Advanced,33,Rotating 12h,0,30,73264,Yes,12,5,3,6.9
744,37,Female,Outpatient,Nurse Practitioner,Intermediate,1,Rotating 12h,45,10,122757,No,63,3,1,8.4
745,48,Non-Binary,Lab & Diagnostics,Pathologist,Intermediate,20,Swing,33,20,173764,No,21,1,4,7.3
746,62,Male,Emergency,ER Physician,Specialist,30,Swing,39,5,104843,Yes,27,2,5,8.0
747,27,Male,General Ward,Nurse Practitioner,Entry,5,Day,27,10,141923,No,9,4,2,6.2
748,45,Female,General Ward,Registered Nurse,Intermediate,19,Night,43,5,79486,No,36,5,2,6.8
749,64,Non-Binary,Pharmacy,Pharmacy Technician,Intermediate,18,Day,46,10,40371,No,13,1,2,7.4
750,28,Female,Outpatient,Physician,Intermediate,6,Swing,47,15,110444,Yes,37,5,3,5.2
751,46,Male,Pharmacy,Pharmacy Technician,Intermediate,6,Day,71,10,165342,No,45,4,1,6.3
752,63,Non-Binary,Facilities,Safety Officer,Advanced,40,Day,0,0,32352,Yes,44,1,5,4.8
753,34,Male,Pharmacy,Pharmacy Technician,Advanced,3,Day,71,5,123623,No,57,2,4,6.2
754,46,Female,Emergency,ER Technician,Specialist,14,Night,21,5,70899,No,72,2,4,6.1
755,42,Non-Binary,ICU,ICU Nurse,Intermediate,2,Rotating 12h,42,5,147261,No,11,2,1,7.6
756,36,Female,Pharmacy,Pharmacist,Intermediate,11,Rotating 12h,32,0,99118,Yes,30,3,3,7.2
757,68,Female,Emergency,ER Nurse,Advanced,15,Day,18,15,88114,Yes,65,2,2,7.9
758,25,Female,Pharmacy,Pharmacy Technician,Specialist,2,Day,40,10,105769,No,12,3,3,6.1
759,43,Male,General Ward,Nurse Practitioner,Intermediate,4,Swing,27,30,45795,Yes,30,2,2,8.7
760,35,Male,General Ward,Nurse Practitioner,Entry,3,Night,11,5,164474,Yes,53,2,4,6.6
761,30,Non-Binary,General Ward,Charge Nurse,Advanced,1,Day,22,10,159475,Yes,44,1,2,6.1
762,66,Female,Surgery,Surgeon,Advanced,14,Night,31,15,250078,Yes,49,4,2,6.0
763,22,Female,Emergency,Triage Nurse,Specialist,0,Night,20,5,39059,No,8,4,4,5.8
764,28,Non-Binary,Emergency,ER Technician,Advanced,0,Swing,23,20,67475,No,27,2,5,8.4
765,39,Female,Administration,Medical Records Clerk,Intermediate,15,Day,0,0,53199,Yes,25,5,1,3.9
766,33,Male,Pharmacy,Pharmacy Technician,Entry,5,Night,68,15,86072,Yes,71,3,5,7.3
767,24,Male,Emergency,ER Technician,Intermediate,2,Night,20,30,34782,No,55,2,3,9.9
768,47,Male,Outpatient,Physician,Intermediate,19,Day,60,10,39003,Yes,6,2,4,8.8
769,60,Female,Surgery,Surgical Technician,Advanced,28,Night,12,20,168457,Yes,56,3,4,7.6
770,45,Non-Binary,Administration,Office Manager,Advanced,15,Swing,0,10,49578,No,24,2,3,5.7
771,27,Female,Outpatient,Physician,Specialist,4,Rotating 12h,79,20,80872,Yes,35,4,3,7.3
772,64,Male,Outpatient,Nurse Practitioner,Intermediate,10,Night,51,15,166312,Yes,55,5,3,7.4
773,28,Female,Facilities,Maintenance Technician,Intermediate,1,Day,0,30,50714,No,31,2,1,6.5
774,53,Non-Binary,Outpatient,Medical Assistant,Intermediate,19,Day,40,15,73696,Yes,24,5,2,6.9
775,38,Non-Binary,Lab & Diagnostics,MRI Technician,Entry,1,Day,55,5,117635,Yes,51,1,2,7.3
776,66,Male,Emergency,ER Physician,Entry,4,Night,20,15,85646,No,24,2,5,8.3
777,43,Female,Emergency,Triage Nurse,Advanced,0,Swing,43,15,139320,No,51,3,4,7.6
778,62,Female,ICU,ICU Nurse,Intermediate,21,Rotating 12h,27,10,110813,No,52,4,3,7.0
779,33,Non-Binary,Emergency,ER Nurse,Entry,0,Rotating 12h,15,0,72289,No,6,3,2,6.2
780,51,Male,Surgery,Surgical Nurse,Entry,29,Night,24,5,150298,Yes,61,5,2,5.6
781,31,Non-Binary,Outpatient,Scheduler,Intermediate,0,Rotating 12h,47,5,154815,Yes,63,4,4,5.0
782,63,Female,Emergency,Paramedic,Specialist,32,Rotating 12h,43,0,52096,No,66,3,4,8.2
783,49,Female,Outpatient,Physician,Advanced,23,Rotating 12h,62,5,54020,No,12,2,2,7.5
784,57,Female,Facilities,Facilities Manager,Advanced,0,Night,0,15,33303,No,45,3,3,6.3
785,54,Male,ICU,Respiratory Therapist,Advanced,13,Night,13,0,147405,No,58,3,4,6.3
